"","X.1","X","env","ALT","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","n","N","RTA","VPD","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE","PTR","PTT"
"1969",1969,1969,"NEH1.2021",346,-96.59679,40.86125,2021,7,24,205,"2021-07-24",28.92,34.35,23.23,0.29,2.03,59.62,19.67,425,19.54,79,7.06671122283884,14.4129727730865,39.8529781542389,1.84527966453145,0.229214809147028,9.10567328837765,-8.81567328837765,20.79,0.945,11.12,0.693264683650144,299.645703952468
"1970",1970,1970,"NEH1.2021",346,-96.59679,40.86125,2021,7,25,206,"2021-07-25",26.44,32.64,20.87,0.1,1.25,56.5,16.21,403.27,11.99,80,4.34020889487925,14.3829010890771,39.7333373196618,1.85545701810516,0.206711685112904,5.53104808506438,-5.43104808506438,18.755,0.8525,11.77,0.766883555802565,269.751309925641
"1971",1971,1971,"NEH1.2021",346,-96.59679,40.86125,2021,7,26,207,"2021-07-26",26.9,35.29,19.55,0.63,2.38,58.19,16.46,379.98,26.96,81,9.76850102120934,14.3521626231224,39.6104073162575,2.12120977909674,0.213851224602209,12.4795568419444,-11.8495568419444,19.42,0.882727272727273,15.74,0.739040299851823,278.718998141037
"1972",1972,1972,"NEH1.2021",346,-96.59679,40.86125,2021,7,27,208,"2021-07-27",29.57,37.6,21.88,0,2.42,61.06,20.29,400.24,26.9,82,9.75653036639162,14.3207737503212,39.4842018029934,2.17306994883732,0.24040383193313,12.5902487147227,-12.5902487147227,21.74,0.988181818181818,15.72,0.658729243345041,311.333621331983
"1973",1973,1973,"NEH1.2021",346,-96.59679,40.86125,2021,7,28,209,"2021-07-28",30.89,37.42,23.83,0.01,3.05,56.88,20.59,410.63,27.25,83,9.89381481027969,14.2887508493009,39.3547350652748,2.26156619376765,0.251236044925703,12.8035023301672,-12.7935023301672,22.625,1,13.59,0.631546998864128,323.282987965433
"1974",1974,1974,"NEH1.2021",346,-96.59679,40.86125,2021,7,29,210,"2021-07-29",30.89,38.13,25.2,0.22,3.09,55,20.08,425.45,23.38,84,8.49797743557187,14.2561102794053,39.2220220469515,2.58861924105519,0.264485438115429,11.0327178912485,-10.8127178912485,23.665,1,12.93,0.602413280346727,337.370849762126
"1975",1975,1975,"NEH1.2021",346,-96.59679,40.86125,2021,7,30,211,"2021-07-30",28.76,36.15,21.75,4.8,2.31,63.31,20.34,420.73,22.83,85,8.30751249714613,14.222868358922,39.0860783833592,1.90897598806188,0.231068044853277,10.6468048770608,-5.84680487706077,20.95,0.952272727272727,14.4,0.678895864387685,297.969092119416
"1976",1976,1976,"NEH1.2021",346,-96.59679,40.86125,2021,7,31,212,"2021-07-31",23.74,29.56,19.44,11.26,3.19,72,17.73,409.65,13.97,86,5.08951427649299,14.189041344381,38.946920435321,1.16854807121758,0.183975528900681,6.3636969165554,4.8963030834446,16.5,0.75,10.12,0.859941899659455,234.119182182286
"1977",1977,1977,"NEH1.2021",346,-96.59679,40.86125,2021,8,1,213,"2021-08-01",22.35,28.88,16.54,0,3.01,49.75,10.36,350.48,26.73,87,9.75023605277771,14.1546454109482,38.8045653240218,1.67201418475398,0.167463116799536,12.0409754545342,-12.0409754545342,14.71,0.668636363636364,12.34,0.962246458935975,208.214833995048
"1978",1978,1978,"NEH1.2021",346,-96.59679,40.86125,2021,8,2,214,"2021-08-02",21.95,29.23,14.37,0,1.52,53.25,11.15,355.8,24.26,88,8.86064217787982,14.1196966339326,38.6590309666663,1.52240151695278,0.159560100051291,10.8617515828077,-10.8617515828077,13.8,0.627272727272727,14.86,1.02316642274874,194.85181354827
"1979",1979,1979,"NEH1.2021",346,-96.59679,40.86125,2021,8,3,215,"2021-08-03",22.53,30.05,14.89,0,1.86,56.75,12.41,364.73,23.37,89,8.54700435326751,14.0842109714199,38.5103361128218,1.53329183433651,0.165347403022688,10.5107650639838,-10.5107650639838,14.47,0.657727272727273,15.16,0.973338698785066,203.798532756446
"1980",1980,1980,"NEH1.2021",346,-96.59679,40.86125,2021,8,4,216,"2021-08-04",23.48,31.07,17.19,1.21,4.08,61.12,14.93,385.34,22.71,90,8.31718433466584,14.0482042480389,38.3585003813409,1.53812930438748,0.180454320875361,10.3220520953774,-9.1120520953774,16.13,0.733181818181818,13.88,0.87093640719398,226.597534520867
"1981",1981,1981,"NEH1.2021",346,-96.59679,40.86125,2021,8,5,217,"2021-08-05",26.37,34.3,20.32,0.47,1.69,60.25,16.96,392.62,21.15,91,7.7570627072821,14.0116921398643,38.2035442977568,1.96399327585274,0.21265614196711,9.78468149748012,-9.31468149748012,19.31,0.877727272727273,13.98,0.725618443286603,270.56577522078
"1982",1982,1982,"NEH1.2021",346,-96.59679,40.86125,2021,8,6,218,"2021-08-06",27.65,35.99,20.38,0.22,3.03,51.94,15.83,400.54,21.72,92,7.97808822055185,13.9746901604524,38.0454893320333,2.36708225760255,0.222319661072055,10.0922835775772,-9.87228357757722,20.185,0.9175,15.61,0.692330451347654,282.079120888732
"1983",1983,1983,"NEH1.2021",346,-96.59679,40.86125,2021,8,7,219,"2021-08-07",28.51,35.37,23.89,7.93,3.86,62.06,19.97,422.4,12.42,93,4.56917321386579,13.9372136480032,37.8843579365525,2.01747326352262,0.239085258173085,5.81017438003795,2.11982561996205,21.63,0.983181818181818,11.48,0.644346446971946,301.461931206309
"1984",1984,1984,"NEH1.2021",346,-96.59679,40.86125,2021,8,8,220,"2021-08-08",26.12,31.84,21.99,14.64,2.53,71.75,19.91,404.69,19.26,94,7.09700046680298,13.8992777536379,37.7201735842153,1.35180690720667,0.208410882673811,8.89217878748175,5.74782121251825,18.915,0.859772727272727,9.85,0.734828324273746,262.904838710061
"1985",1985,1985,"NEH1.2021",346,-96.59679,40.86125,2021,8,9,221,"2021-08-09",28.33,37.4,20.08,0.02,2.6,53.69,16.97,391.27,24.13,95,8.90644699702417,13.8608974307776,37.5529608065276,2.44722512492442,0.228638238722323,11.2419697749477,-11.2219697749477,20.74,0.942727272727273,17.32,0.668317137453115,287.475012714327
"1986",1986,1986,"NEH1.2021",346,-96.59679,40.86125,2021,8,10,222,"2021-08-10",28.11,34.93,22.18,0.04,1.33,57.88,18.24,415.69,20.08,96,7.42448190434067,13.8220874256054,37.3827452315414,2.04161196254731,0.226515504986381,9.3468972789057,-9.3068972789057,20.555,0.934318181818182,12.75,0.672444048922666,284.113007033319
"1987",1987,1987,"NEH1.2021",346,-96.59679,40.86125,2021,8,11,223,"2021-08-11",28.37,35.18,22.72,0.01,2.54,57.62,18.2,404.33,24.07,97,8.91581495922903,13.7828622685907,37.2095536215194,2.13037746238246,0.231068044853277,11.2250807442336,-11.2150807442336,20.95,0.952272727272727,12.46,0.657893187044902,288.750964526975
"1988",1988,1988,"NEH1.2021",346,-96.59679,40.86125,2021,8,12,224,"2021-08-12",27.24,35.44,20.52,0.43,2.59,53.75,16.2,407.88,21.27,98,7.89337532070766,13.7432362670528,37.0334139101859,2.24602485242635,0.220023181125083,9.87328141818576,-9.44328141818576,19.98,0.908181818181818,14.92,0.687849663015656,274.589860615715
"1989",1989,1989,"NEH1.2021",346,-96.59679,40.86125,2021,8,13,225,"2021-08-13",23.65,32.33,16.97,1.02,1.52,49.81,11.36,385.07,22.62,99,8.41059119139975,13.7032234987385,36.8543552394298,2.04457966323013,0.185419449760054,10.3131435790021,-9.29314357900207,16.65,0.756818181818182,15.36,0.823016426350661,228.158671253996
"1990",1990,1990,"NEH1.2021",346,-96.59679,40.86125,2021,8,14,226,"2021-08-14",24.36,32.62,16.27,0,1.99,40.25,8.44,361.07,25.81,100,9.61589006720764,13.6628378063851,36.6724079953215,2.28148146023862,0.183448471176985,11.7532774716575,-11.7532774716575,16.445,0.7475,16.35,0.830820176733664,224.685367726003
"1991",1991,1991,"NEH1.2021",346,-96.59679,40.86125,2021,8,15,227,"2021-08-15",24.65,32.76,16.42,0.18,2.77,55.88,14.45,371.62,24.31,101,9.07576932773592,13.6220927932402,36.4876038433074,1.7692863783264,0.184840739663749,11.0797419746554,-10.8997419746554,16.59,0.754090909090909,16.34,0.821102639737203,225.990519439855
"1992",1992,1992,"NEH1.2021",346,-96.59679,40.86125,2021,8,16,228,"2021-08-16",26.26,33.7,18.87,0.01,2.93,60.75,17.33,373.27,25.44,102,9.51793159723683,13.581001819508,36.2999757624427,1.72666039539329,0.20178753285164,11.706275620992,-11.696275620992,18.285,0.831136363636364,14.83,0.742740050287558,248.328618269704
"1993",1993,1993,"NEH1.2021",346,-96.59679,40.86125,2021,8,17,229,"2021-08-17",27.28,34.48,20.47,0,3.39,60.25,17.54,378.99,24.03,103,9.01024760881777,13.5395779996896,36.1095580785299,1.93002664590357,0.214450879878064,11.1263824399361,-11.1263824399361,19.475,0.885227272727273,14.01,0.695228652102162,263.683281543955
"1994",1994,1994,"NEH1.2021",346,-96.59679,40.86125,2021,8,18,230,"2021-08-18",27.16,33.8,20.83,0,3.41,62.75,18.52,386.95,23.47,104,8.82032408041577,13.4978342007841,35.9163864960243,1.7282295361362,0.212710341830434,10.8582662363215,-10.8582662363215,19.315,0.877954545454545,12.97,0.69882651829066,260.710667588145
"1995",1995,1995,"NEH1.2021",346,-96.59679,40.86125,2021,8,19,231,"2021-08-19",26.66,31.96,21.35,7.76,3.49,71.31,20.59,409.44,19.45,105,7.32674497459741,13.4557830413196,35.7204981285769,1.21741045372969,0.205655615733715,8.96765663411219,-1.20765663411219,18.655,0.847954545454546,10.61,0.721296330277116,251.017632635817
"1996",1996,1996,"NEH1.2021",346,-96.59679,40.86125,2021,8,20,232,"2021-08-20",26.3,33.06,19.69,4.2,4.19,74.19,20.9,422.78,16.73,106,6.31741545394265,13.4134368911772,35.5219315280814,1.19863377258631,0.20272273681511,7.70207599256933,-3.50207599256933,18.375,0.835227272727273,13.37,0.729982960064065,246.471902875381
"1997",1997,1997,"NEH1.2021",346,-96.59679,40.86125,2021,8,21,233,"2021-08-21",21.88,28.47,16.43,0.02,3.11,52.44,10.79,354.32,25.12,107,9.50928038618188,13.3708078721764,35.3207267121008,1.58216874294417,0.165172116878677,11.2963355877173,-11.2763355877173,14.45,0.656818181818182,12.04,0.925315423680028,193.208173752949
"1998",1998,1998,"NEH1.2021",346,-96.59679,40.86125,2021,8,22,234,"2021-08-22",24.74,32.6,15.08,0.05,3.92,60.19,15.98,382.8,24.68,108,9.36678721711064,13.327907859387,35.116925189546,1.50025103116499,0.177734330207646,11.1975927963154,-11.1475927963154,15.84,0.72,17.52,0.84140832445625,211.11406049269
"1999",1999,1999,"NEH1.2021",346,-96.59679,40.86125,2021,8,23,235,"2021-08-23",29.89,36.76,23.47,0.03,2.82,59.25,20.11,414.2,21.69,109,8.25383815638614,13.2847484831337,34.9105699844897,2.18745408910166,0.2449449119068,10.1686493205779,-10.1386493205779,22.115,1,13.29,0.600712117708962,293.792212704502
"2000",2000,2000,"NEH1.2021",346,-96.59679,40.86125,2021,8,24,236,"2021-08-24",30.53,37.91,23.97,3.25,2.98,56.31,20.23,409.17,24.55,110,9.36769298852435,13.2413411316598,34.7017056579964,2.4137073315715,0.25518898643971,11.5502907905981,-8.30029079059811,22.94,1,13.94,0.577216265547506,303.756365560276
"2001",2001,2001,"NEH1.2021",346,-96.59679,40.86125,2021,8,25,237,"2021-08-25",28.71,35.13,23.44,4.56,1.91,63,20.05,416.84,21.53,111,8.23842559010365,13.1976969544169,34.4903783278597,1.92855188102093,0.234989023229896,10.0561263829611,-5.49612638296108,21.285,0.9675,11.69,0.620046838356443,280.912979674764
"2002",2002,2002,"NEH1.2021",346,-96.59679,40.86125,2021,8,26,238,"2021-08-26",30.25,38.34,23.25,1.32,3.24,58.94,19.94,407.79,22.61,112,8.67669826649115,13.1538268659477,34.2766356861398,2.47017149401411,0.253362952998803,10.6310608215298,-9.31106082152976,22.795,1,15.09,0.577048776746993,299.841483409278
"2003",2003,2003,"NEH1.2021",346,-96.59679,40.86125,2021,8,27,239,"2021-08-27",30.01,37.44,24.11,1.22,4.57,54.56,19.04,409.51,22.11,113,8.51003819040315,13.1097415503306,34.0605270144008,2.51225535625639,0.253111947921759,10.3950843419487,-9.17508434194871,22.775,1,13.33,0.575619826578731,298.574363808779
"2004",2004,2004,"NEH1.2021",346,-96.59679,40.86125,2021,8,28,240,"2021-08-28",28.97,34.19,24.76,7.18,4.8,58,19.53,395.4,24.03,114,9.27728388830287,13.0654514661531,33.8421031965525,1.97810796109028,0.237237570726761,11.2335493480038,-4.05354934800381,21.475,0.976136363636364,9.43,0.608402862219003,280.580570235638
"2005",2005,2005,"NEH1.2021",346,-96.59679,40.86125,2021,8,29,241,"2021-08-29",22.71,27,19.38,27.17,1.69,71.88,16.9,402.98,13.09,115,5.06952034369254,13.0209668519859,33.6214167292102,0.98216949434922,0.171763156865792,5.91493291919298,21.255067080807,15.19,0.690454545454545,7.62,0.857206507701508,197.788486481666
"2006",2006,2006,"NEH1.2021",346,-96.59679,40.86125,2021,8,30,242,"2021-08-30",22.08,27.09,18.42,28.22,1.34,83.31,19.08,398.21,20.68,116,8.0347818768145,12.9762977323252,33.3985217294879,0.643263655790947,0.167862346188185,9.31839417029651,18.9016058297035,14.755,0.670681818181818,8.67,0.879450879859383,191.465273040458
"2007",2007,2007,"NEH1.2021",346,-96.59679,40.86125,2021,8,31,243,"2021-08-31",22.73,27.51,17.98,3.84,2.8,84.75,19.9,392.99,19.79,117,7.71440077747615,12.9314539239763,33.1734739401517,0.543542220183609,0.167773559192452,8.91677806606215,-5.07677806606215,14.745,0.670227272727273,9.53,0.877006030788491,190.674288109031
"2008",2008,2008,"NEH1.2021",346,-96.59679,40.86125,2021,9,1,244,"2021-09-01",21.29,27.14,16.05,0.08,3.28,77.19,16.76,382.45,18.17,118,7.1069130074843,12.8864450428504,32.9463307320648,0.800935602996077,0.157823924514429,8.12358537521147,-8.04358537521147,13.595,0.617954545454545,11.09,0.947881209477779,175.191220357551
"2009",2009,2009,"NEH1.2021",346,-96.59679,40.86125,2021,9,2,245,"2021-09-02",22.75,27.3,18.73,20.3,4.2,81.25,19.23,406.06,5.93,119,2.32748851479631,12.8412805111461,32.717151103863,0.665468394843063,0.170184768823283,2.6765643718653,17.6234356281347,15.015,0.6825,8.57,0.855230137272468,192.811826874859
"2010",2010,2010,"NEH1.2021",346,-96.59679,40.86125,2021,9,3,246,"2021-09-03",21.6,26.14,17.15,1.26,2.53,83.62,18.48,414.9,11.49,120,4.52581757857347,12.795969564892,32.4859956788074,0.545663790608335,0.158245903192069,5.13882458124381,-3.87882458124381,13.645,0.620227272727273,8.99,0.937777175880689,174.601004712951
"2011",2011,2011,"NEH1.2021",346,-96.59679,40.86125,2021,9,4,247,"2021-09-04",20.65,25.93,16.62,0.28,2.2,76.25,16,378.48,14.02,121,5.54251432002823,12.7505212618223,32.2529266987692,0.80124247257191,0.155145711013755,6.25410197247154,-5.97410197247154,13.275,0.603409090909091,9.31,0.960491243828422,169.263169750691
"2012",2012,2012,"NEH1.2021",346,-96.59679,40.86125,2021,9,5,248,"2021-09-05",21.98,28.43,15.61,0.24,2.16,73.88,16.62,365.69,21.31,122,8.45594038652216,12.7049444895651,32.0180080153079,0.93295902591093,0.161441233810048,9.55534150619009,-9.31534150619009,14.02,0.637272727272727,12.82,0.906201461452575,178.123321743703
"2013",2013,2013,"NEH1.2021",346,-96.59679,40.86125,2021,9,6,249,"2021-09-06",24.27,31.95,17.02,0,2.48,70.88,17.9,374.71,22.28,123,8.87465269826813,12.659247974116,31.7813050778139,1.28968263446254,0.183831659480059,10.1482125851427,-10.1482125851427,16.485,0.749318181818182,14.93,0.767925263822627,208.687702853302
"2014",2014,2014,"NEH1.2021",346,-96.59679,40.86125,2021,9,7,250,"2021-09-07",21.91,27.48,15.61,0,3.85,63.12,13.55,357.73,20.36,124,8.14160293002448,12.6134402885785,31.5428849186934,1.16767840131826,0.157402896969534,9.09953582847146,-9.09953582847146,13.545,0.615681818181818,11.87,0.931224827506718,170.849048708796
"2015",2015,2015,"NEH1.2021",346,-96.59679,40.86125,2021,9,8,251,"2021-09-08",20.07,28.64,12.83,0,2.69,51.94,8.83,329.1,23.59,125,9.47096990136568,12.5675298621481,31.3028161355812,1.56715138054369,0.150713324150872,10.4823536370501,-10.4823536370501,12.735,0.578863636363636,15.81,0.986849616187523,160.047492794456
"2016",2016,2016,"NEH1.2021",346,-96.59679,40.86125,2021,9,9,252,"2021-09-09",19.9,28.03,12.52,0,1.53,57.44,10.28,344.04,22.23,126,8.96146251521891,12.521524989319,31.0611688705771,1.36772360735499,0.147022496864461,9.84451105698429,-9.84451105698429,12.275,0.557954545454545,15.51,1.02008350218485,153.701719243891
"2017",2017,2017,"NEH2.2020",924,-100.74999,41.05376,2020,5,14,135,"2020-05-14",17.04,26.05,7.76,0.26,2.45,59.5,7.29,339.21,22.17,1,8.00360702028944,14.3050056829656,39.624881030188,1.19135011911661,0.122242739286201,9.54970942759124,-9.28970942759124,9.025,0.404772727272727,18.29,1.58504218093802,129.102676288765
"2018",2018,2018,"NEH2.2020",924,-100.74999,41.05376,2020,5,15,136,"2020-05-15",16,22.19,10.41,16.23,3.42,69.62,9.9,357.25,14.73,2,5.31295217068421,14.3372645798822,39.7496345679445,0.748625099662412,0.118192656130856,6.30988695115093,9.92011304884907,8.3,0.377272727272727,11.78,1.7273812746846,118.999296013022
"2019",2019,2019,"NEH2.2020",924,-100.74999,41.05376,2020,5,16,137,"2020-05-16",14.76,21.03,8.55,15.33,2.98,73.94,9.61,336.62,17.22,3,6.20582643495628,14.3688852355568,39.8709513309214,0.606350108560233,0.108577885302572,7.26920629589411,8.06079370410589,6.79,0.308636363636364,12.48,2.11618339257096,97.5647307494307
"2020",2020,2020,"NEH2.2020",924,-100.74999,41.05376,2020,5,17,138,"2020-05-17",13.12,20.43,7.22,0.33,3.23,65.31,5.97,325.38,21.21,4,7.63765591825165,14.3998511210952,39.9888192853213,0.775978298451009,0.102788290804401,8.86423859760106,-8.53423859760106,6.215,0.264772727272727,13.21,2.3169511055664,89.4950747176067
"2021",2021,2021,"NEH2.2020",924,-100.74999,41.05376,2020,5,18,139,"2020-05-18",14.34,20.89,5.83,0.01,2.32,67.06,7.68,318.7,26.5,5,9.53536382164706,14.4301457096182,40.1032271507841,0.647573079734763,0.100093606452214,11.0195863547941,-11.0095863547941,6.445,0.243636363636364,15.06,2.23896752670569,93.0022890984893
"2022",2022,2022,"NEH2.2020",924,-100.74999,41.05376,2020,5,19,140,"2020-05-19",16.62,25.65,8.45,0,3.84,69,10.21,328.12,27.59,6,9.92049885305127,14.4597525003288,40.2141643674872,0.953924027179713,0.123230719303797,11.8998348351722,-11.8998348351722,9.05,0.411363636363636,17.2,1.59776270721865,130.860760127976
"2023",2023,2023,"NEH2.2020",924,-100.74999,41.05376,2020,5,20,141,"2020-05-20",17.73,24.73,10.9,0.33,6.2,68.56,11.21,335.6,27.29,7,9.80603918447895,14.4886550435576,40.3216210643457,0.879420569840925,0.128556037677727,11.8494726362237,-11.5194726362237,9.815,0.446136363636364,13.83,1.47617473699008,142.206149252518
"2024",2024,2024,"NEH2.2020",924,-100.74999,41.05376,2020,5,21,142,"2020-05-21",16.88,22.24,12.74,4.52,2.3,82.19,13.55,367.01,10.5,8,3.77055215730456,14.5168369667316,40.4255880283715,0.52513846305178,0.126270291133481,4.54637250371561,-0.0263725037156135,9.49,0.431363636363636,9.5,1.52969831050913,137.764782814283
"2025",2025,2025,"NEH2.2020",924,-100.74999,41.05376,2020,5,22,143,"2020-05-22",16.67,21.52,11.69,0.4,1.46,76.88,11.97,339.78,16.57,9,5.9467604926719,14.5442820012119,40.5260566752371,0.571044247161222,0.120219960382553,7.11810017907524,-6.71810017907524,8.605,0.391136363636364,9.83,1.69021289961788,125.153546620428
"2026",2026,2026,"NEH2.2020",924,-100.74999,41.05376,2020,5,23,144,"2020-05-23",18.76,25.28,10.4,5.84,4.26,74.81,13.52,352.34,21.92,10,7.86243263042436,14.5709740099323,40.6230190210834,0.691624603230508,0.128733307679277,9.5198250143724,-3.6798250143724,9.84,0.447272727272727,14.88,1.48079004165979,143.378384257734
"2027",2027,2027,"NEH2.2020",924,-100.74999,41.05376,2020,5,24,145,"2020-05-24",15.83,19.69,11.41,10.49,4.45,75.19,11.09,354.15,22.86,11,8.19533434488658,14.5968970157667,40.7164676556029,0.500748564469413,0.113330508481354,9.7229856057517,0.767014394248298,7.55,0.343181818181818,8.28,1.93336384314791,110.206572469039
"2028",2028,2028,"NEH2.2020",924,-100.74999,41.05376,2020,5,25,146,"2020-05-25",12.4,17,8.83,7.13,3.91,73.5,7.49,323.23,18.35,12,6.57530129211043,14.622035230547,40.8063957164188,0.500248193794981,0.0975713468131531,7.59303183627971,-0.463031836279708,4.915,0.223409090909091,8.17,2.97498173561485,71.8673031581385
"2029",2029,2029,"NEH2.2020",924,-100.74999,41.05376,2020,5,26,147,"2020-05-26",15.81,23.3,7.69,0,2.27,57.88,6.58,302.87,29.17,13,10.4476762568191,14.646373084643,40.8927968647752,0.982213303804342,0.112980738301817,12.400174242807,-12.400174242807,7.65,0.340681818181818,15.61,1.91455857315595,112.044754097519
"2030",2030,2030,"NEH2.2020",924,-100.74999,41.05376,2020,5,27,148,"2020-05-27",18.75,25.83,9.77,0.04,2.27,59.69,9.83,320.39,29.49,14,10.5578569220869,14.6698952570109,40.9756652625425,1.05440749695936,0.128449775032849,12.8030794493643,-12.7630794493643,9.8,0.445454545454545,16.06,1.49692808745009,143.764973518707
"2031",2031,2031,"NEH2.2020",924,-100.74999,41.05376,2020,5,28,149,"2020-05-28",18.44,24.08,13.12,0.21,3.29,63.75,10.75,336.98,27.84,15,9.96326046073238,14.6925867056107,41.0549955505364,0.962832305673714,0.134222101101133,12.1680956132575,-11.9580956132575,10.6,0.481818181818182,10.96,1.38609308543497,155.741419079473
"2032",2032,2032,"NEH2.2020",924,-100.74999,41.05376,2020,5,29,150,"2020-05-29",19.34,26.37,12.11,0.61,3.09,53.81,9.37,341.3,27.69,16,9.90602690720607,14.7144326980863,41.1307828281405,1.24710254980388,0.138996785148741,12.1651326313694,-11.5551326313694,11.24,0.510909090909091,14.26,1.30911322936711,165.39022352649
"2033",2033,2033,"NEH2.2020",924,-100.74999,41.05376,2020,5,30,151,"2020-05-30",19.56,26.89,12.25,0,4.96,66.44,12.57,353.25,28.14,17,10.0636958096922,14.7354188425937,41.2030226342134,1.02793265187298,0.141514403982523,12.3948948243724,-12.3948948243724,11.57,0.525909090909091,14.64,1.27358849114898,170.488796008809
"2034",2034,2034,"NEH2.2020",924,-100.74999,41.05376,2020,5,31,152,"2020-05-31",23.78,32.92,14.21,0,4.61,56.19,13.42,364.95,28.28,18,10.1107128985041,14.7555311186625,41.2717109292575,1.774592365645,0.175187046659272,12.8090818503047,-12.8090818503047,15.565,0.7075,18.71,0.94799428966672,229.669841861982
"2035",2035,2035,"NEH2.2020",924,-100.74999,41.05376,2020,6,1,153,"2020-06-01",27.08,34.98,18.8,0.03,3.35,43.69,13.21,382.38,28.14,19,10.0578948518037,14.7747559079658,41.3368440788184,2.37474901325382,0.208144611358675,12.990306042954,-12.960306042954,18.89,0.858636363636364,16.18,0.782146951189296,279.095139101474
"2036",2036,2036,"NEH2.2020",924,-100.74999,41.05376,2020,6,2,154,"2020-06-02",25.01,34.69,19,1.31,2.84,56.5,14.89,377.12,25.73,20,9.19421465174153,14.7930800248728,41.3984188380766,2.16884673804333,0.207666043976244,11.8749825095534,-10.5649825095534,18.845,0.856590909090909,15.69,0.784987000523895,278.775593068728
"2037",2037,2037,"NEH2.2020",924,-100.74999,41.05376,2020,6,3,155,"2020-06-03",23.85,31.03,15.94,1.35,2.14,56.94,13.93,364.12,27.13,21,9.69231048838603,14.8104907466536,41.4564323375923,1.56439173348899,0.174451826974492,12.2820470065201,-10.9320470065201,15.485,0.703863636363636,15.09,0.956441120223029,229.340449211931
"2038",2038,2038,"NEH2.2020",924,-100.74999,41.05376,2020,6,4,156,"2020-06-04",26.41,34.99,16.81,0.32,1.77,42.06,11.19,368.66,29.05,22,10.3761622679361,14.8269758432039,41.5108820701537,2.43758203039782,0.197827811888169,13.3394167547268,-13.0194167547268,17.9,0.813636363636364,18.18,0.828322672804687,265.40286759335
"2039",2039,2039,"NEH2.2020",924,-100.74999,41.05376,2020,6,5,157,"2020-06-05",25.4,32.41,17.94,0.41,3.32,52.19,14.41,353.02,30.68,23,10.956431099825,14.8425236061544,41.5617658786802,1.81943612196609,0.190548611307205,14.0306622812271,-13.6206622812271,17.175,0.780681818181818,14.47,0.864193514186573,254.920342935702
"2040",2040,2040,"NEH2.2020",924,-100.74999,41.05376,2020,6,6,158,"2020-06-06",28.4,36.49,20.29,1.29,6.51,47.5,14.36,403.88,21.48,24,7.66974382717128,14.8571228772298,41.6090819451264,2.60516929427513,0.224636243332118,9.99067239422166,-8.70067239422166,20.39,0.926818181818182,16.2,0.728647517274635,302.936735466716
"2041",2041,2041,"NEH2.2020",924,-100.74999,41.05376,2020,6,7,159,"2020-06-07",29.35,35.28,23.55,0,9.45,41.44,14.32,378.66,30.19,25,10.7783396806911,14.8707630757221,41.6528287803291,2.67508081308368,0.23652556101968,14.1093773433427,-14.1093773433427,21.415,0.973409090909091,11.73,0.694408735732996,318.457391266589
"2042",2042,2042,"NEH2.2020",924,-100.74999,41.05376,2020,6,8,160,"2020-06-08",27.12,33.35,20.45,1.48,3.91,51.31,15.26,398.87,25.7,26,9.1743029222996,14.8834342249439,41.6930052147417,2.03281175047868,0.208251085530713,11.8645444491221,-10.3845444491221,18.9,0.859090909090909,12.9,0.787483292325074,281.29690685144
"2043",2043,2043,"NEH2.2020",924,-100.74999,41.05376,2020,6,9,161,"2020-06-09",14.7,18.51,11.73,11.35,8.64,70.5,9.2,357.38,6.44,27,2.29871826836626,14.8951269775293,41.7296103899954,0.590765616194097,0.110620290343747,2.72757173006162,8.62242826993838,7.12,0.323636363636364,6.78,2.09201221594513,106.053304080009
"2044",2044,2044,"NEH2.2020",924,-100.74999,41.05376,2020,6,10,162,"2020-06-10",18.19,24.86,10.1,0,4.48,42,4.53,297.4,31.37,28,11.1965126701527,14.9058326394548,41.762643751228,1.34468959191683,0.1262005105816,13.5816444842596,-13.5816444842596,9.48,0.430909090909091,14.76,1.57234521513236,141.307293422032
"2045",2045,2045,"NEH2.2020",924,-100.74999,41.05376,2020,6,11,163,"2020-06-11",22.14,30.38,12.88,0,1.99,41.94,7.58,323.73,31.9,29,11.3850648917738,14.9155431926531,41.7921050401236,1.86871415161898,0.158119209618005,14.2655725859046,-14.2655725859046,13.63,0.619545454545455,17.5,1.09431718214623,203.298853715862
"2046",2046,2046,"NEH2.2020",924,-100.74999,41.05376,2020,6,12,164,"2020-06-12",23.95,32.59,14.37,0.01,3.26,44.19,9.05,333.21,31.42,30,11.2133540675274,14.9242513161029,41.8179942886038,2.12449146618806,0.174405962296658,14.2237302844771,-14.2137302844771,15.48,0.703636363636364,18.22,0.96409892222887,231.027410373273
"2047",2047,2047,"NEH2.2020",924,-100.74999,41.05376,2020,6,13,165,"2020-06-13",25.22,33.27,15.91,0,4.44,49.75,12.17,343.96,31.06,31,11.084677897706,14.9319504052803,41.8403118131187,2.03891492897292,0.184840739663749,14.1561820540024,-14.1561820540024,16.59,0.754090909090909,17.36,0.900057287840886,247.7210572236
